Date,Low,Open,Volume,High,Close,Adjusted Close
20-01-1981,0.142298996,0.142857,30083200,0.142857,0.142298996,0.110729747
21-01-1981,0.145089,0.145089,15904000,0.146204993,0.145089,0.112900846
22-01-1981,0.146762997,0.146762997,35548800,0.147879004,0.146762997,0.114203453
23-01-1981,0.146204993,0.146762997,11222400,0.147321001,0.146204993,0.113769203
26-01-1981,0.143972993,0.144530997,24640000,0.144530997,0.143972993,0.112032384
27-01-1981,0.142857,0.143972993,23699200,0.143972993,0.142857,0.111163929
28-01-1981,0.138393,0.138951004,28156800,0.138951004,0.138393,0.107690327
29-01-1981,0.133370996,0.133928999,43904000,0.133928999,0.133370996,0.103782408
30-01-1981,0.126115993,0.127232,46188800,0.127232,0.126115993,0.098136961
2/2/1981,0.118862003,0.119419999,23766400,0.119419999,0.118862003,0.092492282
3/2/1981,0.123326004,0.123326004,19152000,0.123884,0.123326004,0.095965952
4/2/1981,0.127790004,0.127790004,27865600,0.128347993,0.127790004,0.099439584
5/2/1981,0.127790004,0.127790004,7929600,0.128905997,0.127790004,0.099439584
6/2/1981,0.128347993,0.128347993,13865600,0.128905997,0.128347993,0.099873826
9/2/1981,0.121652,0.122768,16755200,0.122768,0.121652,0.094663337
10/2/1981,0.121652,0.121652,18345600,0.122210003,0.121652,0.094663337
11/2/1981,0.117746003,0.118303999,13843200,0.118303999,0.117746003,0.091623887
12/2/1981,0.116628997,0.117187999,14560000,0.117187999,0.116628997,0.090754703
13-02-1981,0.113839,0.114955001,11155200,0.114955001,0.113839,0.088583641
17-02-1981,0.116628997,0.116628997,12275200,0.117187999,0.116628997,0.090754703
18-02-1981,0.121652,0.121652,19241600,0.122768,0.121652,0.094663337
19-02-1981,0.114396997,0.114955001,22310400,0.114955001,0.114396997,0.089017875
20-02-1981,0.108259,0.108817004,24371200,0.108817004,0.108259,0.084241576
23-02-1981,0.109932996,0.109932996,14112000,0.110491,0.109932996,0.085544229
24-02-1981,0.106027,0.107143,16979200,0.107143,0.106027,0.082504734
25-02-1981,0.112723,0.112723,19488000,0.113280997,0.112723,0.087715253
26-02-1981,0.114396997,0.114396997,10841600,0.114955001,0.114396997,0.089017875
27-02-1981,0.118303999,0.118303999,14761600,0.119419999,0.118303999,0.092058085
2/3/1981,0.118862003,0.118862003,11760000,0.119419999,0.118862003,0.092492282
3/3/1981,0.117187999,0.117746003,16172800,0.117746003,0.117187999,0.091189705
4/3/1981,0.116071001,0.116628997,13708800,0.116628997,0.116071001,0.090320483
5/3/1981,0.115512997,0.116071001,5376000,0.116071001,0.115512997,0.089886256
6/3/1981,0.114396997,0.115512997,11603200,0.115512997,0.114396997,0.089017875
9/3/1981,0.105469003,0.106027,15321600,0.106027,0.105469003,0.082070559
10/3/1981,0.100446001,0.101003997,28380800,0.101003997,0.100446001,0.078161918
11/3/1981,0.096539997,0.097655997,29859200,0.097655997,0.096539997,0.075122461
12/3/1981,0.100446001,0.100446001,59248000,0.101003997,0.100446001,0.078161918
13-03-1981,0.099330001,0.099887997,231302400,0.099887997,0.099330001,0.077293515
16-03-1981,0.103237003,0.103237003,37228800,0.104353003,0.103237003,0.08033374
17-03-1981,0.108259,0.108259,43747200,0.109375,0.108259,0.084241576
18-03-1981,0.114955001,0.114955001,36937600,0.116071001,0.114955001,0.089452051
19-03-1981,0.113839,0.114396997,37811200,0.114396997,0.113839,0.088583641
20-03-1981,0.114955001,0.114955001,14604800,0.116071001,0.114955001,0.089452051
23-03-1981,0.119419999,0.119419999,22019200,0.120536,0.119419999,0.092926487
24-03-1981,0.118862003,0.119419999,28156800,0.119419999,0.118862003,0.092492282
25-03-1981,0.116628997,0.117746003,7056000,0.117746003,0.116628997,0.090754703
26-03-1981,0.114396997,0.114955001,12275200,0.114955001,0.114396997,0.089017875
27-03-1981,0.110491,0.111048996,12252800,0.111048996,0.110491,0.085978441
30-03-1981,0.110491,0.110491,9900800,0.111607,0.110491,0.085978441
31-03-1981,0.109375,0.110491,15993600,0.110491,0.109375,0.085110031
1/4/1981,0.108259,0.108817004,34070400,0.108817004,0.108259,0.084241576
2/4/1981,0.117746003,0.117746003,31404800,0.118303999,0.117746003,0.091623887
3/4/1981,0.118303999,0.118303999,16486400,0.118862003,0.118303999,0.092058085
6/4/1981,0.116071001,0.116628997,22803200,0.116628997,0.116071001,0.090320483
7/4/1981,0.114955001,0.115512997,10684800,0.115512997,0.114955001,0.089452051
8/4/1981,0.120536,0.120536,21952000,0.121652,0.120536,0.09379492
9/4/1981,0.122768,0.122768,12499200,0.123326004,0.122768,0.095531732
10/4/1981,0.124442004,0.124442004,33465600,0.125,0.124442004,0.096834376
13-04-1981,0.124442004,0.124442004,16060800,0.125,0.124442004,0.096834376
14-04-1981,0.124442004,0.124442004,6652800,0.125,0.124442004,0.096834376
15-04-1981,0.118303999,0.118862003,34048000,0.118862003,0.118303999,0.092058085
16-04-1981,0.111607,0.112164997,23878400,0.112164997,0.111607,0.086846806
20-04-1981,0.114955001,0.114955001,35347200,0.115512997,0.114955001,0.089452051
21-04-1981,0.122768,0.122768,28537600,0.123326004,0.122768,0.095531732
22-04-1981,0.127232,0.127232,18995200,0.127790004,0.127232,0.099005431
23-04-1981,0.130579993,0.130579993,58016000,0.131137997,0.130579993,0.101610623
24-04-1981,0.129464,0.130579993,35056000,0.130579993,0.129464,0.100742213
27-04-1981,0.128347993,0.128905997,38528000,0.128905997,0.128347993,0.099873826
28-04-1981,0.126115993,0.126673996,32188800,0.126673996,0.126115993,0.098136961
29-04-1981,0.124442004,0.125,13641600,0.125,0.124442004,0.096834376
30-04-1981,0.126673996,0.126673996,12611200,0.127790004,0.126673996,0.098571181
1/5/1981,0.126673996,0.126673996,16553600,0.127790004,0.126673996,0.098571181
4/5/1981,0.126115993,0.126673996,14448000,0.126673996,0.126115993,0.098136961
5/5/1981,0.125558004,0.126115993,17539200,0.126115993,0.125558004,0.097702749
6/5/1981,0.122210003,0.122768,18950400,0.122768,0.122210003,0.095097549
7/5/1981,0.123884,0.123884,9363200,0.124442004,0.123884,0.096400157
8/5/1981,0.125,0.125,7907200,0.125558004,0.125,0.097268574
11/5/1981,0.122210003,0.122768,11939200,0.122768,0.122210003,0.095097549
12/5/1981,0.122210003,0.122210003,4256000,0.123884,0.122210003,0.095097549
13-05-1981,0.121652,0.122210003,4905600,0.123326004,0.121652,0.094663337
14-05-1981,0.119978003,0.121094003,4928000,0.121094003,0.119978003,0.093360707
15-05-1981,0.122768,0.122768,4905600,0.124442004,0.122768,0.095531732
18-05-1981,0.125,0.125,4166400,0.126115993,0.125,0.097268574
19-05-1981,0.122768,0.123326004,25424000,0.123326004,0.122768,0.095531732
20-05-1981,0.126673996,0.126673996,13283200,0.127790004,0.126673996,0.098571181
21-05-1981,0.133928999,0.133928999,32211200,0.134487003,0.133928999,0.104216658
22-05-1981,0.140066996,0.140066996,31427200,0.141183004,0.140066996,0.108992979
26-05-1981,0.139509007,0.140066996,85344000,0.140066996,0.139509007,0.108558759
27-05-1981,0.147321001,0.147321001,149497600,0.147879004,0.147321001,0.114637606
28-05-1981,0.147321001,0.147321001,73987200,0.147879004,0.147321001,0.114637606
29-05-1981,0.147879004,0.147879004,59382400,0.148438007,0.147879004,0.115071863
1/6/1981,0.147879004,0.147879004,51251200,0.148438007,0.147879004,0.115071863
2/6/1981,0.140625,0.141183004,40432000,0.141183004,0.140625,0.109427139
3/6/1981,0.140625,0.140625,39446400,0.141740993,0.140625,0.109427139
4/6/1981,0.143415004,0.143415004,56067200,0.143972993,0.143415004,0.111598164
5/6/1981,0.141183004,0.141740993,57680000,0.141740993,0.141183004,0.109861366
8/6/1981,0.136161,0.136719003,93497600,0.136719003,0.136161,0.105953462
9/6/1981,0.138951004,0.138951004,119593600,0.139509007,0.138951004,0.108124532
10/6/1981,0.140625,0.140625,25222400,0.142298996,0.140625,0.109427139
11/6/1981,0.146762997,0.146762997,38976000,0.147321001,0.146762997,0.114203453
12/6/1981,0.145089,0.145647004,25804800,0.145647004,0.145089,0.112900846
15-06-1981,0.144530997,0.145089,143763200,0.145089,0.144530997,0.112466522
16-06-1981,0.141740993,0.142298996,37251200,0.142298996,0.141740993,0.110295549
17-06-1981,0.139509007,0.140066996,27574400,0.140066996,0.139509007,0.108558759
18-06-1981,0.138951004,0.139509007,23049600,0.140066996,0.138951004,0.108124532
19-06-1981,0.135045007,0.135602996,27507200,0.135602996,0.135045007,0.105085097
22-06-1981,0.130022004,0.130579993,10841600,0.130579993,0.130022004,0.101176426
23-06-1981,0.132254004,0.132254004,15030400,0.133370996,0.132254004,0.10291329
24-06-1981,0.128905997,0.130022004,23027200,0.130022004,0.128905997,0.100307971
25-06-1981,0.131696001,0.131696001,24259200,0.132254004,0.131696001,0.102479011
26-06-1981,0.130022004,0.131137997,23788800,0.131137997,0.130022004,0.101176426
29-06-1981,0.125558004,0.126673996,10595200,0.126673996,0.125558004,0.097702749
30-06-1981,0.116071001,0.116628997,35907200,0.116628997,0.116071001,0.090320483
1/7/1981,0.114955001,0.115512997,170464000,0.115512997,0.114955001,0.089452051
2/7/1981,0.114955001,0.114955001,30284800,0.115512997,0.114955001,0.089452051
6/7/1981,0.111048996,0.112164997,16531200,0.112164997,0.111048996,0.086412631
7/7/1981,0.112164997,0.112164997,15836800,0.113280997,0.112164997,0.087281041
8/7/1981,0.116628997,0.116628997,16620800,0.117187999,0.116628997,0.090754703
9/7/1981,0.107701004,0.108259,32883200,0.108259,0.107701004,0.083807386
10/7/1981,0.099330001,0.099887997,55171200,0.099887997,0.099330001,0.077293515
13-07-1981,0.101562999,0.101562999,45740800,0.102121003,0.101562999,0.07903108
14-07-1981,0.106027,0.106027,19779200,0.107143,0.106027,0.082504734
15-07-1981,0.108817004,0.108817004,10953600,0.109375,0.108817004,0.084675796
16-07-1981,0.111607,0.111607,15232000,0.112723,0.111607,0.086846806
17-07-1981,0.115512997,0.115512997,19824000,0.116071001,0.115512997,0.089886256
20-07-1981,0.107701004,0.108259,23654400,0.108259,0.107701004,0.083807386
21-07-1981,0.107143,0.107701004,31942400,0.107701004,0.107143,0.083373189
22-07-1981,0.101003997,0.102121003,22668800,0.102121003,0.101003997,0.0785961
23-07-1981,0.103794999,0.103794999,34451200,0.104353003,0.103794999,0.080767937
24-07-1981,0.107143,0.107143,28851200,0.107701004,0.107143,0.083373189
27-07-1981,0.111607,0.111607,17337600,0.112164997,0.111607,0.086846806
28-07-1981,0.107701004,0.108259,22848000,0.108259,0.107701004,0.083807386
29-07-1981,0.106027,0.106585003,15500800,0.106585003,0.106027,0.082504734
30-07-1981,0.109932996,0.109932996,9900800,0.111048996,0.109932996,0.085544229
31-07-1981,0.111607,0.111607,10953600,0.112164997,0.111607,0.086846806
3/8/1981,0.110491,0.111607,12432000,0.111607,0.110491,0.085978441
4/8/1981,0.112164997,0.112164997,31673600,0.112723,0.112164997,0.087281041
5/8/1981,0.115512997,0.115512997,17494400,0.116071001,0.115512997,0.089886256
6/8/1981,0.112723,0.113280997,10528000,0.113280997,0.112723,0.087715253
7/8/1981,0.112723,0.112723,9206400,0.113280997,0.112723,0.087715253
10/8/1981,0.112723,0.112723,0,0.112723,0.112723,0.087715253
11/8/1981,0.109375,0.110491,71456000,0.110491,0.109375,0.085110031
12/8/1981,0.107143,0.107701004,26275200,0.107701004,0.107143,0.083373189
13-08-1981,0.103794999,0.104353003,27484800,0.104353003,0.103794999,0.080767937
14-08-1981,0.102121003,0.103237003,24192000,0.103237003,0.102121003,0.079465322
17-08-1981,0.098771997,0.099887997,18905600,0.099887997,0.098771997,0.076859303
18-08-1981,0.096539997,0.097655997,17001600,0.097655997,0.096539997,0.075122461
19-08-1981,0.095423996,0.096539997,20675200,0.096539997,0.095423996,0.074254021
20-08-1981,0.096539997,0.096539997,17113600,0.097098,0.096539997,0.075122461
21-08-1981,0.089844003,0.090960003,41910400,0.090960003,0.089844003,0.069911979
24-08-1981,0.084262997,0.084821001,23072000,0.084821001,0.084262997,0.065569133
25-08-1981,0.086496003,0.086496003,40700800,0.087053999,0.086496003,0.067306712
26-08-1981,0.084821001,0.085378997,33600000,0.085378997,0.084821001,0.066003345
27-08-1981,0.085378997,0.085378997,25916800,0.085937999,0.085378997,0.06643755
28-08-1981,0.089844003,0.089844003,38035200,0.090402,0.089844003,0.069911979
31-08-1981,0.089844003,0.089844003,40947200,0.090402,0.089844003,0.069911979
1/9/1981,0.095423996,0.095423996,37027200,0.095982,0.095423996,0.074254021
2/9/1981,0.097098,0.097098,19376000,0.097655997,0.097098,0.075556658
3/9/1981,0.092076004,0.093192004,37475200,0.093192004,0.092076004,0.071648806
4/9/1981,0.090960003,0.091518,15254400,0.091518,0.090960003,0.070780389
8/9/1981,0.088169999,0.088728003,25446400,0.088728003,0.088169999,0.068609349
9/9/1981,0.088169999,0.088169999,30531200,0.088728003,0.088169999,0.068609349
10/9/1981,0.088728003,0.088728003,34809600,0.089286,0.088728003,0.069043562
11/9/1981,0.087612003,0.088169999,17539200,0.088169999,0.087612003,0.068175144
14-09-1981,0.084821001,0.085378997,27686400,0.085378997,0.084821001,0.066003345
15-09-1981,0.082589,0.083146997,19510400,0.083146997,0.082589,0.06426651
16-09-1981,0.080914997,0.081473,19353600,0.081473,0.080914997,0.06296391
17-09-1981,0.078682996,0.079241,19376000,0.079241,0.078682996,0.061227046
18-09-1981,0.079241,0.079241,26320000,0.079798996,0.079241,0.061661236
21-09-1981,0.079798996,0.079798996,49033600,0.080357,0.079798996,0.062095456
22-09-1981,0.075335003,0.075893,47420800,0.075893,0.075335003,0.058621824
23-09-1981,0.073661,0.074777,28201600,0.074777,0.073661,0.057319205
24-09-1981,0.073103003,0.073661,18300800,0.073661,0.073103003,0.056885026
25-09-1981,0.063616,0.064732,34608000,0.064732,0.063616,0.049502715
28-09-1981,0.064173996,0.064173996,91728000,0.064732,0.064173996,0.049936913
29-09-1981,0.067521997,0.067521997,94684800,0.068080001,0.067521997,0.052542131
30-09-1981,0.068080001,0.068080001,49996800,0.068637997,0.068080001,0.052976348
1/10/1981,0.068080001,0.068080001,61129600,0.068637997,0.068080001,0.052976348
2/10/1981,0.073661,0.073661,45046400,0.074219003,0.073661,0.057319205
5/10/1981,0.075893,0.075893,43097600,0.077009,0.075893,0.059056047
6/10/1981,0.075335003,0.075893,28358400,0.075893,0.075335003,0.058621824
7/10/1981,0.079798996,0.079798996,38841600,0.080914997,0.079798996,0.062095456
8/10/1981,0.082589,0.082589,31091200,0.083146997,0.082589,0.06426651
9/10/1981,0.083146997,0.083146997,54521600,0.084262997,0.083146997,0.06470073
12/10/1981,0.085937999,0.085937999,27350400,0.086496003,0.085937999,0.066872492
13-10-1981,0.085937999,0.085937999,44195200,0.087053999,0.085937999,0.066872492
14-10-1981,0.080914997,0.081473,30979200,0.081473,0.080914997,0.06296391
15-10-1981,0.082589,0.082589,29433600,0.083146997,0.082589,0.06426651
16-10-1981,0.081473,0.082030997,36467200,0.082030997,0.081473,0.063398078
19-10-1981,0.083146997,0.083146997,20585600,0.083705001,0.083146997,0.06470073
20-10-1981,0.087612003,0.087612003,35728000,0.088169999,0.087612003,0.068175144
21-10-1981,0.087612003,0.087612003,76899200,0.088169999,0.087612003,0.068175144
22-10-1981,0.087053999,0.087612003,32278400,0.087612003,0.087053999,0.067740925
23-10-1981,0.084821001,0.085378997,27910400,0.085378997,0.084821001,0.066003345
26-10-1981,0.084821001,0.084821001,27283200,0.085378997,0.084821001,0.066003345
27-10-1981,0.086496003,0.086496003,85590400,0.087612003,0.086496003,0.067306712
28-10-1981,0.089286,0.089286,44172800,0.089844003,0.089286,0.069477737
29-10-1981,0.088169999,0.088728003,30486400,0.088728003,0.088169999,0.068609349
30-10-1981,0.089286,0.089286,52729600,0.089844003,0.089286,0.069477737
2/11/1981,0.089286,0.089286,36915200,0.089844003,0.089286,0.069477737
3/11/1981,0.088169999,0.088728003,28380800,0.088728003,0.088169999,0.068609349
4/11/1981,0.085937999,0.086496003,23811200,0.086496003,0.085937999,0.066872492
5/11/1981,0.079798996,0.080357,23363200,0.080357,0.079798996,0.062095456
6/11/1981,0.080357,0.080357,24595200,0.080914997,0.080357,0.062529691
9/11/1981,0.081473,0.081473,20384000,0.082030997,0.081473,0.063398078
10/11/1981,0.082030997,0.082030997,16755200,0.082589,0.082030997,0.06383229
11/11/1981,0.084262997,0.084262997,27440000,0.084821001,0.084262997,0.065569133
12/11/1981,0.087053999,0.087053999,39916800,0.087612003,0.087053999,0.067740925
13-11-1981,0.080914997,0.081473,21011200,0.081473,0.080914997,0.06296391
16-11-1981,0.079798996,0.080357,22556800,0.080357,0.079798996,0.062095456
17-11-1981,0.081473,0.081473,35414400,0.082030997,0.081473,0.063398078
18-11-1981,0.084262997,0.084262997,29142400,0.084821001,0.084262997,0.065569133
19-11-1981,0.084262997,0.084262997,40006400,0.084821001,0.084262997,0.065569133
20-11-1981,0.084821001,0.084821001,38102400,0.085378997,0.084821001,0.066003345
23-11-1981,0.080914997,0.082030997,22960000,0.082030997,0.080914997,0.06296391
24-11-1981,0.080357,0.080914997,22153600,0.080914997,0.080357,0.062529691
25-11-1981,0.082030997,0.082030997,52550400,0.082589,0.082030997,0.06383229
27-11-1981,0.084262997,0.084262997,37251200,0.084821001,0.084262997,0.065569133
30-11-1981,0.083146997,0.083705001,23968000,0.083705001,0.083146997,0.06470073
1/12/1981,0.083146997,0.083146997,23385600,0.083705001,0.083146997,0.06470073
2/12/1981,0.083705001,0.083705001,37564800,0.084262997,0.083705001,0.065134928
3/12/1981,0.082589,0.083146997,20428800,0.083146997,0.082589,0.06426651
4/12/1981,0.084821001,0.084821001,137155200,0.085378997,0.084821001,0.066003345
7/12/1981,0.085378997,0.085378997,59292800,0.085937999,0.085378997,0.06643755
8/12/1981,0.083705001,0.084821001,50624000,0.084821001,0.083705001,0.065134928
9/12/1981,0.084262997,0.084262997,34272000,0.084821001,0.084262997,0.065569133
10/12/1981,0.084262997,0.084262997,37408000,0.084821001,0.084262997,0.065569133
11/12/1981,0.083705001,0.084262997,76092800,0.084821001,0.083705001,0.065134928
14-12-1981,0.080914997,0.082030997,25244800,0.082030997,0.080914997,0.06296391
15-12-1981,0.083146997,0.083146997,31315200,0.083705001,0.083146997,0.06470073
16-12-1981,0.087053999,0.087053999,65452800,0.087612003,0.087053999,0.067740925
17-12-1981,0.094307996,0.094307996,51452800,0.094866,0.094307996,0.073385634
18-12-1981,0.102121003,0.102121003,71724800,0.102678999,0.102121003,0.079465322
21-12-1981,0.097655997,0.098214,56403200,0.098214,0.097655997,0.075990878
22-12-1981,0.099330001,0.099330001,53827200,0.099887997,0.099330001,0.077293515
23-12-1981,0.097098,0.097655997,28896000,0.097655997,0.097098,0.075556658
24-12-1981,0.097655997,0.097655997,28918400,0.098214,0.097655997,0.075990878
28-12-1981,0.093192004,0.094307996,36579200,0.094307996,0.093192004,0.072517209
29-12-1981,0.094866,0.094866,24236800,0.095982,0.094866,0.073819846
30-12-1981,0.098771997,0.098771997,32188800,0.099330001,0.098771997,0.076859303
31-12-1981,0.098771997,0.098771997,54656000,0.099330001,0.098771997,0.076859303
4/1/1982,0.098214,0.098771997,71254400,0.098771997,0.098214,0.07642509
5/1/1982,0.093192004,0.094307996,35840000,0.094307996,0.093192004,0.072517209
6/1/1982,0.092076004,0.092634,66080000,0.092634,0.092076004,0.071648806
7/1/1982,0.084821001,0.085937999,70044800,0.085937999,0.084821001,0.066003345
8/1/1982,0.088728003,0.088728003,56604800,0.089286,0.088728003,0.069043562
11/1/1982,0.083146997,0.083705001,33331200,0.083705001,0.083146997,0.06470073
12/1/1982,0.080357,0.080914997,59920000,0.080914997,0.080357,0.062529691
13-01-1982,0.079798996,0.080357,41753600,0.080357,0.079798996,0.062095456
14-01-1982,0.083705001,0.083705001,25715200,0.084262997,0.083705001,0.065134928
15-01-1982,0.089286,0.089286,46704000,0.090402,0.089286,0.069477737
18-01-1982,0.090960003,0.090960003,28000000,0.092076004,0.090960003,0.070780389
19-01-1982,0.088728003,0.089844003,55507200,0.089844003,0.088728003,0.069043562
20-01-1982,0.090402,0.090402,25827200,0.090960003,0.090402,0.070346206
21-01-1982,0.092076004,0.092076004,33331200,0.092634,0.092076004,0.071648806
22-01-1982,0.092634,0.092634,24259200,0.093192004,0.092634,0.072083011
25-01-1982,0.089844003,0.090402,44710400,0.090402,0.089844003,0.069911979
26-01-1982,0.086496003,0.087612003,21212800,0.087612003,0.086496003,0.067306712
27-01-1982,0.087053999,0.087053999,31360000,0.088169999,0.087053999,0.067740925
28-01-1982,0.089844003,0.089844003,39603200,0.090402,0.089844003,0.069911979
29-01-1982,0.090960003,0.090960003,53155200,0.091518,0.090960003,0.070780389
1/2/1982,0.089844003,0.090960003,38528000,0.090960003,0.089844003,0.069911979
2/2/1982,0.090402,0.090402,54275200,0.091518,0.090402,0.070346206
3/2/1982,0.090402,0.090402,31472000,0.090960003,0.090402,0.070346206
4/2/1982,0.088169999,0.088728003,22041600,0.088728003,0.088169999,0.068609349
5/2/1982,0.088169999,0.088169999,40297600,0.088728003,0.088169999,0.068609349
8/2/1982,0.082589,0.083146997,31696000,0.083146997,0.082589,0.06426651
9/2/1982,0.082589,0.082589,57904000,0.083146997,0.082589,0.06426651
10/2/1982,0.083705001,0.083705001,38796800,0.084262997,0.083705001,0.065134928
11/2/1982,0.082589,0.083146997,24528000,0.083146997,0.082589,0.06426651
12/2/1982,0.083705001,0.083705001,19644800,0.084262997,0.083705001,0.065134928
16-02-1982,0.082030997,0.082589,34316800,0.082589,0.082030997,0.06383229
17-02-1982,0.083146997,0.083146997,25580800,0.083705001,0.083146997,0.06470073
18-02-1982,0.084262997,0.084262997,28380800,0.084821001,0.084262997,0.065569133
19-02-1982,0.083705001,0.084262997,13596800,0.084262997,0.083705001,0.065134928
22-02-1982,0.082589,0.083146997,26633600,0.083146997,0.082589,0.06426651
23-02-1982,0.081473,0.082030997,34540800,0.082030997,0.081473,0.063398078
24-02-1982,0.082030997,0.082030997,37945600,0.082589,0.082030997,0.06383229
25-02-1982,0.081473,0.082030997,30800000,0.082030997,0.081473,0.063398078
26-02-1982,0.081473,0.081473,17427200,0.082030997,0.081473,0.063398078
1/3/1982,0.082030997,0.082030997,35302400,0.082589,0.082030997,0.06383229
2/3/1982,0.082030997,0.082030997,34809600,0.082589,0.082030997,0.06383229
3/3/1982,0.082030997,0.082030997,23654400,0.082589,0.082030997,0.06383229
4/3/1982,0.080357,0.080914997,38371200,0.080914997,0.080357,0.062529691
5/3/1982,0.074219003,0.074777,45315200,0.074777,0.074219003,0.057753406
8/3/1982,0.073103003,0.073661,35145600,0.073661,0.073103003,0.056885026
9/3/1982,0.073661,0.073661,52505600,0.074219003,0.073661,0.057319205
10/3/1982,0.072544999,0.073103003,86934400,0.073103003,0.072544999,0.056450769
11/3/1982,0.072544999,0.072544999,22579200,0.073661,0.072544999,0.056450769
12/3/1982,0.068080001,0.068637997,46547200,0.068637997,0.068080001,0.052976348
15-03-1982,0.067521997,0.068080001,51363200,0.068080001,0.067521997,0.052542131
16-03-1982,0.066405997,0.066964,47152000,0.066964,0.066405997,0.051673736
17-03-1982,0.063057996,0.063616,50489600,0.063616,0.063057996,0.049068481
18-03-1982,0.068080001,0.068080001,56336000,0.068637997,0.068080001,0.052976348
19-03-1982,0.074219003,0.074219003,65811200,0.074777,0.074219003,0.057753406
22-03-1982,0.079798996,0.079798996,69193600,0.080357,0.079798996,0.062095456
23-03-1982,0.078682996,0.079241,55955200,0.079241,0.078682996,0.061227046
24-03-1982,0.074219003,0.074777,51609600,0.074777,0.074219003,0.057753406
25-03-1982,0.073661,0.074219003,84112000,0.074219003,0.073661,0.057319205
26-03-1982,0.072544999,0.073103003,50780800,0.073103003,0.072544999,0.056450769
29-03-1982,0.074219003,0.074219003,67603200,0.074777,0.074219003,0.057753406
30-03-1982,0.075335003,0.075335003,77952000,0.075893,0.075335003,0.058621824
31-03-1982,0.075335003,0.075335003,50153600,0.075893,0.075335003,0.058621824
1/4/1982,0.079241,0.079241,59136000,0.079798996,0.079241,0.061661236
2/4/1982,0.079241,0.079241,84806400,0.079798996,0.079241,0.061661236
5/4/1982,0.079241,0.079241,86643200,0.079798996,0.079241,0.061661236
6/4/1982,0.078682996,0.079241,71590400,0.079241,0.078682996,0.061227046
7/4/1982,0.077567004,0.078125,29097600,0.078125,0.077567004,0.060358651
8/4/1982,0.078125,0.078125,23990400,0.078682996,0.078125,0.06079283
12/4/1982,0.077567004,0.078125,44307200,0.078682996,0.077567004,0.060358651
13-04-1982,0.071428999,0.071987003,85299200,0.071987003,0.071428999,0.055582374
14-04-1982,0.071987003,0.071987003,113590400,0.072544999,0.071987003,0.056016587
15-04-1982,0.073103003,0.073103003,164281600,0.073661,0.073103003,0.056885026
16-04-1982,0.075335003,0.075335003,104048000,0.075893,0.075335003,0.058621824
19-04-1982,0.073661,0.074777,41283200,0.074777,0.073661,0.057319205
20-04-1982,0.070312999,0.070871003,80550400,0.070871003,0.070312999,0.054713946
21-04-1982,0.069753997,0.070312999,73024000,0.070312999,0.069753997,0.054278981
22-04-1982,0.068637997,0.069196001,52595200,0.069196001,0.068637997,0.053410556
23-04-1982,0.068637997,0.068637997,48294400,0.069196001,0.068637997,0.053410556
26-04-1982,0.070312999,0.070312999,57926400,0.070871003,0.070312999,0.054713946
27-04-1982,0.068080001,0.068637997,70268800,0.068637997,0.068080001,0.052976348
28-04-1982,0.065289997,0.065848,99232000,0.065848,0.065289997,0.050805312
29-04-1982,0.065289997,0.065289997,82230400,0.065848,0.065289997,0.050805312
30-04-1982,0.065848,0.065848,277401600,0.066405997,0.065848,0.051239505
